show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s5828,Movie,Back For Good,"Bailey Donovan, Molly Donovan","Molly Donovan, Ian Cramer, Peter Donovan, Julia Best Warner, Maggie Carr, Chris Fafalios, Colin Whitney, Ben Edelman, Justin Francart, Cameo Sherrell",,,2021,18+,73 min,Drama,An actress confronts her quarter-life crisis by breaking up with New York City and returning home to win back the love of her life.
s5829,Movie,Baby Shark & More Kids Songs - Super Simple Songs,Super Simple Songs,,,,2017,ALL,48 min,Kids,"This collection of 20 of the most loved Super Simple Songs includes, ""Baby Shark"", ""Five Little Ducks"", ""This Is The Way"", ""The Ice Cream Song"", ""Mr. Golden Sun"", and many more kids songs and nursery rhymes."
s5830,Movie,Absurd Accident,Li Yuhe,"Chen Xixu, Gao Ye, Cao Rui, Ren Suxi",,,2017,16+,101 min,"Arthouse, Comedy, Drama","Bouncing with nail-biting suspense and ingenious humor, this audacious debut portrays a puzzling crime happened in a rural Chinese small town, where greed, lust and wit battle it out in one night. A sexually impotent motel owner hires a pro to murder his cheating wife. Everything goes exactly as planned, until two blind daters, a robber, a policeman and a strange dead body unexpectedly arrive."
s5831,Movie,Aashiqui,Mahesh Bhatt,"Rahul Roy, Anu Aggarwal, Avtar Gill, Tom Alter, Reema Lagoo, Homi Wadia, Mushtaq Khan, Javed Khan, Deepak Tijori, Anang Desai, Veerendra Saxena, Sunil Rege, Deepa Mehta",India,,1990,ALL,145 min,"Drama, International, Romance",A small-time singer struggling for a break gets his share of fame when his girlfriend becomes a successful model. Their relationship suffers when he begins to feel burdened by her popularity.
s5832,Movie,3rd Class,Ashok Dev,"Nam Jagadeesh, Roopika, Divya Rao, Avinash",,,2020,13+,125 min,Romance,"The triangle love story, revolves around Jaggi , Sahana and Thrisha who hail from different socio-economic background. Sahana and Thrisha both love Jaggie without knowing the reality of him. It is the story of their relationship and how they deal with this difference."
s5833,Movie,15 Killings,I. Drakos,"Steve Bongeorno, Maria Olsen, JT Richardson",,,2020,18+,97 min,"Horror, Suspense","After committing a series of multiple murders, a neurologist visits an incarcerated killer, living in exile. She studies him and his brain and discovers the horror that lurks behind his violent impulses."
s5834,Movie,Werewolf,Adrian Panek,"Kamil Polnsiak, Nicolas Przygoda, Sonia Mietelica, Danuta Stenka",,,2020,NR,88 min,"Drama, Horror, Suspense","WW2: a group of children liberated from a concentration camp find themselves, aimless and hungry, stranded in an abandoned mansion in the forest, surrounded by vicious attack dogs."
s5835,Movie,Warmed-Over Krautrock,Mark Tompkins,"Jim Tavaré, Kate Dalton, Derek James Elstro, Adam Weber, Cara Leahy",,,2021,ALL,82 min,Comedy,"Welcome to Essential Music, an L.A. record store with more staff members than customers, and where the LP covers act as a Greek chorus. A comedy for anyone who's ever spent too much time obsessing over playlists."
s5836,TV Show,Vitaminix,,,,,2004,ALL,1 Season,"Animation, Kids","With its modern and eye-catching design, this original series seeksto introduce the interesting world of food and the benefits of healthy eating to kids. Each episode features one animal associated with the food, vitamin or mineral, presented in a happy and entertaining fun experience!"
s5837,Movie,The Most Fun You Can Have Dying,Kristin Marcon,"Matt Whelan, Rozane Mesquida, Pana Hema-Taylor",,,2021,13+,97 min,"Drama, Romance","Michael steals the money raised for his cancer treatment to go on a trip to Europe, where he falls in love with an enigmatic French drifter."
s5838,Movie,The Heiress,Chris Bell,"Candis Nergaard, Jayne Wisener, David Schaal, Jonny Phillips, David Wayman",,,2021,18+,83 min,Horror,Claire and Anna are devoted sisters who live together. Claire begins to see ghostly visions and is hospitalized but the specters were after Anna and her unborn child. They battle with a demon that has cursed the family for three generations.
s5839,Movie,The Funeral Home,Mauro Iván Ojeda,"Luis Machín, Celeste Gerez, Camila Vaccarini, Susana Varela, Hugo Arana",,,2021,16+,86 min,Horror,A dysfunctional family lives amongst coffins and mischievous supernatural entities that visit daily. They attribute the paranormal manifestations to their mortuary work. But there is a presence there that means them harm.
s5840,Movie,Tales of an American Hoodrat,Brandon Lunzman,"Chris Beetem, Brandon Lunzman, Amirah LaPlant, Tylan Glover",,,2019,18+,99 min,"Comedy, Drama","A coming of age story that follows a group of millennial teenagers, as they live their days of adolescence by their own set of rules."
s5841,Movie,Strictly For The Streets Vol. 1,Katoria Chanyasubkit,"Ashima Franklin, Amanda Surviety, Julian Horton, Boujie Boss",,,2021,18+,70 min,"Comedy, Drama, Romance","Shantel decides to leave Ivy League college in her senior year and attend an HBCU in Savannah, GA. What she quickly learns is that the HBCU lifestyle is a completely different world."
s5842,Movie,Sacrilege,David Creed,"Tamaryn Payne, Emily Wyatt, Sian Abrahams, Naomi Willow",,,2021,18+,83 min,Horror,"During the Summer solstice, four young women find themselves in the grips of a mysterious pagan cult. They are offered up as a sacrifice to the cult's enigmatic ancient goddess, who has the ability to sense their greatest fears."
s5843,Movie,Ruben Guthrie,Brendan Cowell,"Patrick Brammall, Harriet Dyer, Abbey Lee",,,2015,16+,94 min,"Comedy, Drama",A party boy lifestyle with model fiancée collapses when he hits the bottom of his pool. Mum hits the panic button as his fiancée issues a final challenge. Ruben must battle the bottle and the city that won't let him.
s5844,Movie,Road to Damascus,Anthony G. Perkins,"Frank Red, Becky Killerson, Denzel Moore, Christopher Michael Carney, Ali Daniels, Carl Swanson, Jordan Curtis, Janan Terpstra, Tiffany Cornwell, Greg Creft, Brian Gibson, Rex Isom Jr., Rudy Pavich, Keilani Lee, Christian Reinhart, Holly Peterson, Susan Chambers, Joseph Singer",,,2021,18+,99 min,"Drama, Suspense","When Shelly, a vulnerable trans woman, goes missing- her roommate, Francis, a depressive recovering alcoholic, must delve into his community's seedy underbelly and confront Shelly's nightmarish past in order to find her."
s5845,Movie,Reunion,Jake Mahaffy,"Julia Ormond, Emma Draper, Cohen Holloway, Ava Keane, Gina Laverty",,,2021,NR,95 min,Horror,A pregnant woman returns to her recently-deceased grandparents' family home to spend time with her estranged mother. What begins as a reunion turns terrifying.
s5846,TV Show,Qing Luo,,"Xueyi Liu, Ziwei Wang",,,2021,18+,1 Season,"Drama, Romance","Yu Qing Luo gives birth to a son named Nan Nan. Seven years later, she becomes a renowned physician with unorthodox skills. She sets out to find Yang Xiu Cheng, Nan Nan's father. On her journey, she comes across a man named Ye Xiu Du, the prince of Feng Cang Kingdom. As Ye Xiu Du resembles Yang Xiu Cheng, Yu Qing Luo grew to resent him."
