names,date_x,score,genre,overview,crew,orig_title,status,orig_lang,budget_x,revenue,country
Anthropoid,10/26/2016 ,71.0,"History, Thriller, War","In December 1941, Czech soldiers Jozef Gabčík and Jan Kubiš parachute into their occupied homeland to assassinate Nazi officer Reinhard Heydrich.","Jamie Dornan, Jan Kubiš, Cillian Murphy, Josef Gabčík, Charlotte Le Bon, Marie Kovárníková, Anna Geislerová, Lenka Fafková, Harry Lloyd, Adolf Opálka, Toby Jones, Jan Zelenka, Alena Mihulová, Mrs. Moravec, Marcin Dorociński, Ladislav Vanék, Bill Milner, Ata Moravec",Anthropoid, Released, English,38274800.0,4600000.0,AU
Howl,10/01/2015 ,55.0,Horror,"When passengers on a train are attacked by a creature, they must band together in order to survive until morning.","Ed Speleers, Joe, Shauna Macdonald, Kate, Elliot Cowan, Adrian, Holly Weston, Ellen, Amit Shah, Matthew, Rosie Day, Nina, Ryan Oliva, Scar, Sam Gittins, Billy, Calvin A. Dean, Paul",Howl, Released, English,49200000.0,427304425.6,GB
Fantomas,11/04/1964 ,68.0,"Comedy, Crime, Adventure",Fantômas is a man of many disguises. He uses maquillage as a weapon. He can impersonate anyone using an array of masks and can create endless confusion by constantly changing his appearance.,"Jean Marais, Fantômas / Fandor / Lord Shelton / Vieux gardien de la prison, Louis de Funès, Commissaire Juve, Mylène Demongeot, Hélène, Jacques Dynam, Inspecteur Bertrand, Robert Dalban, Directeur du journal, Marie-Hélène Arnaud, Lady Beltham, Anne-Marie Peysson, La speakrine, Christian Toma, Inspecteur Pierre, Michel Duplaix, Inspecteur Léon", Fantômas, Released, French,97800000.0,398925842.8,FR
"Alexander and the Terrible, Horrible, No Good, Very Bad Day",12/04/2014 ,62.0,"Family, Comedy","Alexander's day begins with gum stuck in his hair, followed by more calamities. Though he finds little sympathy from his family and begins to wonder if bad things only happen to him, his mom, dad, brother, and sister all find themselves living through their own terrible, horrible, no good, very bad day.","Kerris Dorsey, Emily Cooper, Jennifer Garner, Kelly Cooper, Dylan Minnette, Anthony Cooper, Ed Oxenbould, Alexander Cooper, Steve Carell, Ben Cooper, Sidney Fullmer, Becky Gibson, Bella Thorne, Celia, Toni Trucks, Steph, Elise Vargas, Baby Trevor","Alexander and the Terrible, Horrible, No Good, Very Bad Day", Released, English,28000000.0,100654149.0,AU
Beyond the Boundary: I'll Be Here – Future,04/25/2015 ,76.0,"Animation, Action, Fantasy, Drama, Comedy","The battle is over, and they can go about their normal lives now... or so they thought. With no time to rejoice after miraculously saving Mirai from Beyond the Boundary, Mirai lost all her memories. Akihito, now a high school senior, starts to avoid Mirai thinking it’s for the better. Not aware of Akihito’s feelings, Mirai tries to get closer to Akihito. Then, someone who knows of Mirai appears in front of the two. With Akihito’s troubles in vain, Mirai once again sets forth on a battle that forces her to look within.","Risa Taneda, Mirai Kuriyama (voice), KENN, Akihito Kanbara (voice), Minori Chihara, Mitsuki Nase (voice), Tatsuhisa Suzuki, Hiroomi Nase (voice), Akeno Watanabe, Shizuku Ninomiya (voice), Naomi Shindo, Ayaka Shindou (voice), Yuri Yamaoka, Ai Shindou (voice), Masaya Matsukaze, Miroku Fujima (voice), Moe Toyota, Sakura Inami (voice)", 劇場版 境界の彼方 -I'll Be Here- 未来篇, Released, Japanese,105000000.0,549817752.0,JP
Goodbye World,06/15/2013 ,54.0,"Drama, Comedy","When a mysterious cyber-attack cripples civilization, a group of old college friends and lovers retreat to a remote country cabin, where they must cope with an uncertain future while navigating the minefield of their shared past.","Caroline Dhavernas, Becky, Adrian Grenier, James, Ben McKenzie, Nick, Gaby Hoffmann, Laura, Mark Webber, Benji, Kerry Bishé, Lily, Kid Cudi, Lev, Mckenna Grace, Hannah, Julie Dretzin, Claire",Goodbye World, Released, English,71800000.0,356681368.0,US
Don't Knock Twice,02/03/2017 ,55.0,Horror,A mother desperate to reconnect with her troubled daughter becomes embroiled in the urban legend of a demonic witch.,"Katee Sackhoff, Jess, Lucy Boynton, Chloe, Javier Botet, Ginger Special, Nick Moran, Detective Boardman, Pooneh Hajimohammadi, Tira, Jordan Bolger, Danny, Callum Griffiths, Michael, Ania Marson, Mary Aminov, David Broughton-Davies, Caretaker",Don't Knock Twice, Released, English,49200000.0,427304425.6,US
"God, Sex and Truth",01/27/2018 ,66.0,Romance,"'God, Sex and Truth' delves into the world of sex where it digs out and projects the deepest dignity, divinity of the act and a women's true purpose of her sexuality.","Mia Malkova, Herself","God, Sex and Truth", Released, English,53340523.8,359866643.6,US
Come True,09/24/2020 ,61.0,"Science Fiction, Horror","Looking for an escape from her recurring nightmares, 18-year-old Sarah submits to a university sleep study, but soon realizes she's become the conduit to a frightening new discovery.","Julia Sarah Stone, Sarah, Landon Liboiron, Jeremy, Carlee Ryski, Anita, Christopher Heatherington, Dr. Meyer, Tedra Rogers, Zoe, Brandon DeWyn, Michael, John Tasker, Lyle, Austin Baker, Will, Shane Ghostkeeper, Aaron",Come True, Released, English,5700000.0,70459.0,CA
Office Christmas Party,11/25/2016 ,57.0,Comedy,"When Carol Vanstone, CEO of the technology company Zenotek, expresses her intention to close the Chicago branch, run by her brother Clay, he and his co-workers organize a Christmas party in an effort to impress a potential client and save their jobs. But the party gets out of control…","Jason Bateman, Josh Parker, Olivia Munn, Tracey Hughes, T.J. Miller, Clay Vanstone, Jennifer Aniston, Carol Vanstone, Kate McKinnon, Mary, Jillian Bell, Trina, Vanessa Bayer, Allison, Courtney B. Vance, Walter Davis, Rob Corddry, Jeremy",Office Christmas Party, Released, English,45000000.0,115097874.0,AU
True Grit,01/26/2011 ,73.0,"Drama, Adventure, Western","Following the murder of her father by a hired hand, a 14-year-old farm girl sets out to capture the killer. To aid her, she hires the toughest U.S. Marshal she can find—a man with 'true grit'—Reuben J. 'Rooster' Cogburn.","Jeff Bridges, Reuben J. ""Rooster"" Cogburn, Hailee Steinfeld, Mattie Ross, Matt Damon, LaBoeuf, Josh Brolin, Tom Chaney, Barry Pepper, ""Lucky"" Ned Pepper, Domhnall Gleeson, Moon (The Kid), Bruce Green, Harold Parmalee, Roy Lee Jones, Yarnell Poindexter, Paul Rae, Emmett Quincy",True Grit, Released, English,35000000.0,252276928.0,AU
Arthur & Merlin: Knights of Camelot,09/25/2020 ,53.0,"Adventure, History, Action",King Arthur returns home after fighting the Roman Empire. His illegitimate son has corrupted the throne of Camelot and King Arthur must reunite with the wizard Merlin and the Knights of the Round Table to fight to get back his crown.,"Richard Short, Arthur, Joe Egan, The Beast, Ronan Summers, Lucan, Olivia Bernstone, Tabitha, Georgia Curtis, Mathilde, Charlie Hiett, Alexander, Jennifer Matter, Vortigone, Stella Stocker, Guinevere, James G. Nunn, Tristram",Arthur & Merlin: Knights of Camelot, Released, English,132000000.0,356470658.8,US
Thirst,04/30/2009 ,71.0,"Drama, Horror, Thriller","A respected priest volunteers for an experimental procedure that may lead to a cure for a deadly virus. He gets infected and dies, but a blood transfusion of unknown origin brings him back to life. Now, he’s torn between faith and bloodlust, and has a newfound desire for the wife of a childhood friend.","Song Kang-ho, Priest Sang-hyeon, Kim Ok-vin, Tae-ju, Kim Hae-sook, Lady Ra, Shin Ha-kyun, Kang-woo, Song Young-chang, Seung-dae, Mercedes Cabral, Evelyn, Ériq Ebouaney, Immanuel, Seo Dong-soo, Hyo-seong, Oh Dal-su, Yeong-doo", 박쥐, Released, Korean,5000000.0,13085023.0,KR
The Wages of Fear,11/01/1977 ,80.0,"Drama, Thriller, Adventure","In a run-down South American town, four men are paid to drive trucks loaded with nitroglycerin into the jungle through to the oil field. Friendships are tested and rivalries develop as they embark upon the perilous journey.","Yves Montand, Mario Livi, Charles Vanel, Mr. Jo, Peter van Eyck, Bimba, Folco Lulli, Luigi, Véra Clouzot, Linda, Antonio Centa, Camp Chief, Luis De Lima, Bernardo, Jo Dest, Hans Smerloff, Darío Moreno, Pepito Hernandez", Le Salaire de la peur, Released, French,185260000.0,791480522.4,AU
The Dressmaker,10/29/2015 ,70.0,"Drama, Comedy","In 1950s Australia, beautiful, talented dressmaker Tilly returns to her tiny hometown to right wrongs from her past. As she tries to reconcile with her mother, she starts to fall in love while transforming the fashion of the town.","Kate Winslet, Myrtle ""Tilly"" Dunnage, Liam Hemsworth, Teddy McSwiney, Caroline Goodall, Elsbeth Beaumont, Judy Davis, Molly Dunnage, Hayley Magnus, Prudence, Hugo Weaving, Sergeant Farrat, Sarah Snook, Gertrude ""Trudy"" Pratt, Kerry Fox, Beulah Harridiene, Shane Jacobson, Alvin Pratt",The Dressmaker, Released, English,11900000.0,24374909.0,AU
Lamp Life,01/31/2020 ,73.0,"Animation, Comedy, Family",Bo Peep explains what happened to herself and her sheep between the events of Toy Story 2 and Toy Story 4.,"Annie Potts, Bo Peep (voice), Ally Maki, Giggles McDimples (voice), Jim Hanks, Woody (voice), Emily Davis, Billy, Goat and Gruff (voice)",Lamp Life, Released, English,90000000.0,761987823.8,US
Never Been Kissed,07/01/1999 ,62.0,"Romance, Comedy, Drama","Josie Geller, a baby-faced junior copywriter at the Chicago Sun-Times, must pose as a student at her former high school to research contemporary teenage culture. With the help of her brother, Rob, Josie infiltrates the inner circle of the most popular clique on campus. But she hits a major snag in her investigation -- not to mention her own failed love life -- when she falls for her dreamy English teacher, Sam Coulson.","Drew Barrymore, Josie Geller, David Arquette, Rob Geller, Molly Shannon, Anita, Michael Vartan, Sam Coulson, Jessica Alba, Kirsten, John C. Reilly, Gus Strauss, James Franco, Jason, Octavia Spencer, Cynthia, Jenny Bicks, Miss Haskell",Never Been Kissed, Released, English,25000000.0,84565230.0,AU
Mickey's Once Upon a Christmas,12/07/1999 ,71.0,"Animation, Family, Comedy","Mickey, Minnie, and their famous friends Goofy, Donald, Daisy and Pluto gather together to reminisce about the love, magic and surprises in three wonder-filled stories of Christmas past.","Kelsey Grammer, Narrator (voice), Wayne Allwine, Mickey Mouse (voice), Russi Taylor, Minnie Mouse / Huey / Dewey / Louie (voice), Tony Anselmo, Donald Duck (voice), Diane Michelle, Daisy Duck (voice), Tress MacNeille, Chip / Daisy / Aunt Gurtie (voice), Alan Young, Uncle Scrooge McDuck (voice), Bill Farmer, Goofy / Pluto (voice), Corey Burton, Dale (voice)",Mickey's Once Upon a Christmas, Released, English,69000000.0,560979338.0,US
Rebound,04/05/2023 ,98.0,Drama,"Joong-Ang High School was once renowned for its high ranked basketball team, but as the years bass and victories grow fewer, the school's social worker Kang Yang-hyun who was a former minor league baseball player, becomes the head coach. Left over talent refuses to play under an inexperienced coach, leaving Coach Kang to pull together a ragtag team of sports misfits. The team is pushed to their limits, but one final obstacle threatens to destroy what little hope was left, until six members agree to return for the love of the game and take on the KBA National Tournament. With only six players on their roster, they begin knocking on victory's door, following Coach Kang's motto: ""There is no such thing as missed shots, there are only rebounds!"" The miracle journey of Busan Joong-Ang High begins.","Ahn Jae-hong, Kang Yang-hyun, Lee Sin-young, Cheon Gi-beom, Jeong Jin-woon, Bae Gyu-hyuk, Kim Taek, Hong Sun-gyu, Jung Gun-joo, Jung Kang-ho, Kim Min, Heo Jae-yoon, Ahn Ji-ho, Jung Jin-wook", 리바운드, Released, Korean,45000000.0,17492014.0,KR
The Anthrax Attacks: In the Shadow of 9/11,09/08/2022 ,69.0,Documentary,"Days after 9/11, letters containing fatal anthrax spores spark panic and tragedy in the US. This documentary follows the subsequent FBI investigation.","Clark Gregg, Dr. Bruce Ivins, Regan Burns, Bernard Dunn, Brigitte Kali Canales, Agent Moore, Tongayi Chirisa, Agent Shaw, Peri Gilpin, Sara Hughes, Chris Johnson, Vince Lisi, Derek Phillips, Agent Hayward, John Redlinger, Agent Braxton, Rudolph Giuliani, Self (Archival Footage)",The Anthrax Attacks: In the Shadow of 9/11, Released, English,111600000.0,767228967.6,US
Deseo,09/13/2013 ,67.0,Drama,"Eight short stories of seduction and illicit encounters between lovers, filled with humor and eroticism, which use a circular structure located in the cosmopolitan atmosphere of a colonial city of Mexico.","Edith González, Actriz, Christian Bach, La Señora, Paola Nuñez, Jovencita, Paulina Gaitán, Adolescente, Leonor Varela, Muchacha, Lila Downs, Lila Downs, Pedro Damián, El Marido, Gerardo Taracena, Marino, Ari Borovoy, El Joven",Deseo, Released," Spanish, Castilian",75500000.0,509726081.0,MX
A Gruta,10/29/2020 ,63.0,Horror,"The only one survivor of a mysterious murderer that killed his wife, friends and the tourism guide who leaded them through a interdicted grotto, a boy become the only suspect to make the crime. He, however, claim for his innocence saying that your wife killed those people as she was possessed by an evil force. Refusing to talk to police officers who are in charge for the crime investigation, he asks for help to a nun.","Carolina Ferraz, Helena, Arthur Vinciprova, Jesus, Nayara Justino, Ana, Pietro Mário, Padre Gabriel, Monica Izidoro, Marina, Luciene Martes, Lúcia, Fábio Soares, Caio, Jhenifer Emerick, Laura",A Gruta, Released, Portuguese,87000000.0,476680473.8,BR
Pizza Dare 1,04/10/2020 ,68.0,Romance,"Seok, who wants to try perverted sex, pesters Hyun-jin every day, but Hyun-jin rejects it saying she only like normal things.  And then one day while delivering chicken, he found So-ra and Hyun-soo, a couple who enjoys delivery exposures.  Frustrated as he is with Hyun-jin, he starts neglecting her and became more and more hooked with the So-ra couple.  To recover their relationship, Hyun-jin goes on a date with Seok. But then a call came for him. The couple invites him for sex.  Will he be having a date with his wife, or will he accept the invitation he may only get once in a lifetime?  What would be his choice?","Yoo Jung, , Yoon So-jung-I, , Jin Si-ah, , Yoon Jae, , Kang Min-woo, , Shin Yeon-woo, , Yuuta, ", 배달노출: 알몸으로 유혹하기, Released, Korean,78200000.0,360564423.2,KR
